Order ID,Revenue,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month,Year
B-26268,"$4,369",$584,13,Office Supplies,Pens,Credit Card,9/22/2022,Ashley Petty,Illinois,Peoria,2022-09,2022
B-26268,"$4,369",$584,13,Office Supplies,Pens,Credit Card,4/3/2021,Crystal Ross,Texas,Austin,2021-04,2021
B-25456,"$5,632","$2,358",20,Furniture,Sofas,Credit Card,5/3/2021,Alexis Duffy,California,Los Angeles,2021-05,2021
B-25456,"$5,632","$2,358",20,Furniture,Sofas,Credit Card,2/11/2024,Stephanie Sanchez,Florida,Miami,2024-02,2024
B-25456,"$5,632","$2,358",20,Furniture,Sofas,Credit Card,2/4/2025,Reginald Espinoza,Ohio,Cleveland,2025-02,2025
B-25495,"$7,519",$402,14,Office Supplies,Paper,UPI,10/12/2022,Sandra Hicks,California,San Diego,2022-10,2022
B-25495,"$1,564",$674,13,Electronics,Electronic Games,Debit Card,10/12/2022,Sandra Hicks,California,San Diego,2022-10,2022
B-26552,"$2,804",$936,10,Electronics,Electronic Games,Credit Card,2/6/2022,Olivia Orozco,Texas,Austin,2022-02,2022
B-26552,"$2,804",$936,10,Electronics,Electronic Games,Credit Card,11/9/2020,Larry Moore,Florida,Tampa,2020-11,2020
B-26552,"$2,804",$936,10,Electronics,Electronic Games,Credit Card,5/3/2023,Mrs. Rachel Cannon DDS,Florida,Tampa,2023-05,2023
B-25203,"$2,321",$505,6,Furniture,Chairs,EMI,10/4/2022,Daniel Flowers,Illinois,Springfield,2022-10,2022
B-25462,"$5,730",$482,6,Electronics,Laptops,COD,8/21/2024,Randy Acosta,Florida,Tampa,2024-08,2024
B-26145,"$7,441",$867,12,Furniture,Sofas,COD,11/20/2021,Deborah Williams,Illinois,Chicago,2021-11,2021
B-26145,"$7,441",$867,12,Furniture,Sofas,COD,5/13/2020,Robert Michael,Texas,Austin,2020-05,2020
B-25552,"$1,732",$766,7,Office Supplies,Binders,UPI,2/28/2023,Danny Ramirez,New York,New York City,2023-02,2023
B-25552,"$8,788","$3,944",19,Office Supplies,Paper,EMI,2/28/2023,Danny Ramirez,New York,New York City,2023-02,2023
B-26069,$838,$271,11,Office Supplies,Markers,EMI,1/21/2021,Stephen Baker,Ohio,Columbus,2021-01,2021
B-26069,$838,$271,11,Office Supplies,Markers,EMI,2/28/2022,Jeffrey Wilcox,Illinois,Peoria,2022-02,2022
B-26069,"$3,577",$699,2,Furniture,Tables,UPI,1/21/2021,Stephen Baker,Ohio,Columbus,2021-01,2021
B-26069,"$3,577",$699,2,Furniture,Tables,UPI,2/28/2022,Jeffrey Wilcox,Illinois,Peoria,2022-02,2022
B-25120,"$7,122","$1,836",6,Electronics,Phones,Debit Card,4/25/2024,James Clarke,Texas,Dallas,2024-04,2024
B-25120,"$7,122","$1,836",6,Electronics,Phones,Debit Card,3/10/2023,Julia Gallagher,Texas,Houston,2023-03,2023
B-25120,"$7,122","$1,836",6,Electronics,Phones,Debit Card,7/10/2023,Ronald Frey Jr.,New York,New York City,2023-07,2023
B-25120,"$7,327","$2,596",15,Office Supplies,Markers,Credit Card,4/25/2024,James Clarke,Texas,Dallas,2024-04,2024
B-25120,"$7,327","$2,596",15,Office Supplies,Markers,Credit Card,3/10/2023,Julia Gallagher,Texas,Houston,2023-03,2023
B-25120,"$7,327","$2,596",15,Office Supplies,Markers,Credit Card,7/10/2023,Ronald Frey Jr.,New York,New York City,2023-07,2023
B-26146,"$2,239","$1,094",18,Electronics,Printers,COD,7/28/2024,Megan Charles,Florida,Tampa,2024-07,2024
B-26146,"$4,932","$1,153",1,Office Supplies,Markers,COD,7/28/2024,Megan Charles,Florida,Tampa,2024-07,2024
B-25549,"$4,609","$1,084",8,Electronics,Printers,UPI,7/30/2023,Amy Duran MD,Florida,Orlando,2023-07,2023
B-25549,"$2,328",$788,4,Office Supplies,Paper,UPI,7/30/2023,Amy Duran MD,Florida,Orlando,2023-07,2023
B-25549,"$4,734",$958,7,Electronics,Printers,Debit Card,7/30/2023,Amy Duran MD,Florida,Orlando,2023-07,2023
B-25488,"$1,388",$345,5,Furniture,Sofas,UPI,10/5/2024,Christopher Thomas,New York,New York City,2024-10,2024
B-25488,"$8,555","$1,638",8,Electronics,Laptops,Credit Card,10/5/2024,Christopher Thomas,New York,New York City,2024-10,2024
B-26885,"$9,024",$730,4,Furniture,Tables,Credit Card,2/20/2024,Peter Castro,Texas,Dallas,2024-02,2024
B-26885,"$2,468",$418,4,Electronics,Laptops,Credit Card,2/20/2024,Peter Castro,Texas,Dallas,2024-02,2024
B-25703,"$9,438","$1,801",4,Electronics,Electronic Games,COD,4/19/2023,Steven Acosta,Florida,Orlando,2023-04,2023
B-25703,"$9,438","$1,801",4,Electronics,Electronic Games,COD,10/29/2023,Lindsay Jackson,Texas,Austin,2023-10,2023
B-25809,"$2,685",$379,18,Electronics,Phones,UPI,3/8/2022,Kelly Smith,Ohio,Cleveland,2022-03,2022
B-25809,"$2,685",$379,18,Electronics,Phones,UPI,12/8/2022,Sabrina Hartman,Florida,Tampa,2022-12,2022
B-25809,"$9,916","$4,602",14,Furniture,Chairs,UPI,3/8/2022,Kelly Smith,Ohio,Cleveland,2022-03,2022
B-25809,"$9,916","$4,602",14,Furniture,Chairs,UPI,12/8/2022,Sabrina Hartman,Florida,Tampa,2022-12,2022
B-25809,"$6,184",$50,14,Electronics,Electronic Games,Credit Card,3/8/2022,Kelly Smith,Ohio,Cleveland,2022-03,2022
B-25809,"$6,184",$50,14,Electronics,Electronic Games,Credit Card,12/8/2022,Sabrina Hartman,Florida,Tampa,2022-12,2022
B-25809,"$4,548","$2,135",8,Office Supplies,Markers,Debit Card,3/8/2022,Kelly Smith,Ohio,Cleveland,2022-03,2022
B-25809,"$4,548","$2,135",8,Office Supplies,Markers,Debit Card,12/8/2022,Sabrina Hartman,Florida,Tampa,2022-12,2022
B-25477,"$7,195","$1,665",7,Office Supplies,Markers,COD,7/27/2024,Cynthia Smith,New York,Rochester,2024-07,2024
B-25477,"$7,195","$1,665",7,Office Supplies,Markers,COD,7/5/2022,Olivia Dickerson,New York,Buffalo,2022-07,2022
B-26018,"$3,098",$957,18,Furniture,Bookcases,COD,7/4/2024,Whitney Stout,Texas,Austin,2024-07,2024
B-25329,"$5,412","$1,192",18,Furniture,Tables,Credit Card,2/28/2024,Stephanie Flores,California,San Diego,2024-02,2024
B-25329,"$5,412","$1,192",18,Furniture,Tables,Credit Card,1/3/2025,Gregory English,California,Los Angeles,2025-01,2025
B-25182,"$1,397",$686,11,Furniture,Chairs,Credit Card,12/7/2021,Natalie Maxwell,New York,New York City,2021-12,2021
B-25492,"$9,279",$552,14,Furniture,Chairs,EMI,12/14/2021,Tina Blake,New York,Buffalo,2021-12,2021
B-25492,"$9,279",$552,14,Furniture,Chairs,EMI,11/30/2020,Clarence Cooke,California,San Francisco,2020-11,2020
B-25492,"$2,596","$1,003",19,Office Supplies,Paper,Credit Card,12/14/2021,Tina Blake,New York,Buffalo,2021-12,2021
B-25492,"$2,596","$1,003",19,Office Supplies,Paper,Credit Card,11/30/2020,Clarence Cooke,California,San Francisco,2020-11,2020
B-25517,"$6,732",$911,19,Furniture,Bookcases,EMI,12/29/2021,Tamara Guzman,New York,Buffalo,2021-12,2021
B-25517,"$4,495","$1,408",14,Office Supplies,Pens,EMI,12/29/2021,Tamara Guzman,New York,Buffalo,2021-12,2021
B-25200,"$9,653","$2,471",6,Office Supplies,Paper,UPI,7/8/2024,Marissa Hartman,New York,Buffalo,2024-07,2024
B-26009,"$8,945","$1,728",10,Furniture,Tables,UPI,2/10/2021,Sara Garcia,Illinois,Peoria,2021-02,2021
B-26580,"$4,007",$201,13,Furniture,Bookcases,COD,10/21/2020,Kathryn Rogers,Ohio,Columbus,2020-10,2020
B-26580,"$4,007",$201,13,Furniture,Bookcases,COD,4/17/2023,Kyle Dickson,Texas,Dallas,2023-04,2023
B-25679,$810,$231,18,Furniture,Bookcases,EMI,10/21/2020,Jacob Decker,Florida,Tampa,2020-10,2020
B-26034,"$9,789","$2,071",18,Furniture,Bookcases,Debit Card,12/28/2023,Aaron Johnson,New York,Rochester,2023-12,2023
B-26034,"$9,229","$4,090",8,Electronics,Electronic Games,COD,12/28/2023,Aaron Johnson,New York,Rochester,2023-12,2023
B-25148,"$8,141","$3,968",18,Office Supplies,Markers,Debit Card,12/23/2022,William Morse,New York,Rochester,2022-12,2022
B-25148,"$8,141","$3,968",18,Office Supplies,Markers,Debit Card,8/10/2022,Carrie Smith,Illinois,Peoria,2022-08,2022
B-25148,"$1,067",$251,14,Furniture,Sofas,EMI,12/23/2022,William Morse,New York,Rochester,2022-12,2022
B-25148,"$1,067",$251,14,Furniture,Sofas,EMI,8/10/2022,Carrie Smith,Illinois,Peoria,2022-08,2022
B-25830,"$3,839","$1,415",10,Office Supplies,Binders,UPI,10/17/2023,Vincent Roth,California,Los Angeles,2023-10,2023
B-25830,"$3,839","$1,415",10,Office Supplies,Binders,UPI,2/28/2022,Andrew Benson,Florida,Orlando,2022-02,2022
B-25762,"$2,858",$482,13,Electronics,Electronic Games,COD,5/24/2024,Jason Wilson,Texas,Austin,2024-05,2024
B-26794,"$2,137",$638,12,Furniture,Bookcases,Debit Card,10/2/2020,Colin Patterson,New York,New York City,2020-10,2020
B-26794,"$2,831","$1,289",12,Furniture,Chairs,Debit Card,10/2/2020,Colin Patterson,New York,New York City,2020-10,2020
B-25011,"$3,913",$961,15,Furniture,Sofas,UPI,2/10/2024,Eric Bates,Ohio,Columbus,2024-02,2024
B-25011,"$3,913",$961,15,Furniture,Sofas,UPI,2/6/2021,Steven Keith,California,San Francisco,2021-02,2021
B-25515,"$4,468","$1,940",9,Office Supplies,Paper,COD,3/16/2022,Seth Rodriguez,Florida,Tampa,2022-03,2022
B-25369,"$1,579",$602,9,Electronics,Laptops,Credit Card,5/24/2020,Lauren Jones,Ohio,Cincinnati,2020-05,2020
B-25369,"$1,579",$602,9,Electronics,Laptops,Credit Card,2/16/2025,Thomas Wallace,Texas,Dallas,2025-02,2025
B-25369,"$1,579",$602,9,Electronics,Laptops,Credit Card,11/16/2021,Mr. Daniel Wilson,Ohio,Cincinnati,2021-11,2021
B-25369,"$1,579",$602,9,Electronics,Laptops,Credit Card,9/8/2024,Julie Smith MD,New York,Rochester,2024-09,2024
B-25369,"$3,760","$1,849",19,Furniture,Chairs,EMI,5/24/2020,Lauren Jones,Ohio,Cincinnati,2020-05,2020
B-25369,"$3,760","$1,849",19,Furniture,Chairs,EMI,2/16/2025,Thomas Wallace,Texas,Dallas,2025-02,2025
B-25369,"$3,760","$1,849",19,Furniture,Chairs,EMI,11/16/2021,Mr. Daniel Wilson,Ohio,Cincinnati,2021-11,2021
B-25369,"$3,760","$1,849",19,Furniture,Chairs,EMI,9/8/2024,Julie Smith MD,New York,Rochester,2024-09,2024
B-26222,"$8,706","$3,099",14,Office Supplies,Pens,Credit Card,6/29/2022,Carol Mitchell,Illinois,Chicago,2022-06,2022
B-26222,"$4,708",$696,14,Electronics,Electronic Games,Credit Card,6/29/2022,Carol Mitchell,Illinois,Chicago,2022-06,2022
B-26222,"$8,089","$3,132",17,Furniture,Chairs,COD,6/29/2022,Carol Mitchell,Illinois,Chicago,2022-06,2022
B-25316,"$5,462",$673,12,Electronics,Printers,Debit Card,11/3/2022,John Thompson,Texas,Austin,2022-11,2022
B-25507,"$6,392",$444,18,Electronics,Electronic Games,Credit Card,11/28/2023,Debra Rodriguez,Florida,Tampa,2023-11,2023
B-25846,"$8,706","$1,724",3,Electronics,Electronic Games,Debit Card,4/25/2020,Erin Vasquez,Florida,Orlando,2020-04,2020
B-25763,"$2,349",$319,4,Office Supplies,Pens,UPI,1/18/2022,Clayton Lara,Florida,Miami,2022-01,2022
B-25763,"$8,220","$3,882",14,Furniture,Chairs,UPI,1/18/2022,Clayton Lara,Florida,Miami,2022-01,2022
B-25763,"$2,379",$279,7,Furniture,Chairs,Debit Card,1/18/2022,Clayton Lara,Florida,Miami,2022-01,2022
B-25763,"$7,377","$2,049",4,Office Supplies,Markers,UPI,1/18/2022,Clayton Lara,Florida,Miami,2022-01,2022
B-25465,$717,$158,16,Furniture,Tables,Credit Card,3/23/2022,Tony Ray,Ohio,Cleveland,2022-03,2022
B-25465,$717,$158,16,Furniture,Tables,Credit Card,6/24/2020,Steven Frey,Florida,Miami,2020-06,2020
B-25465,$717,$158,16,Furniture,Tables,Credit Card,12/23/2022,Stephanie Leonard,New York,Buffalo,2022-12,2022
B-25465,$717,$158,16,Furniture,Tables,Credit Card,11/24/2024,Crystal Chambers,New York,New York City,2024-11,2024
B-25465,$717,$158,16,Furniture,Tables,Credit Card,11/6/2020,Robert White,Florida,Orlando,2020-11,2020
B-25465,$717,$158,16,Furniture,Tables,Credit Card,10/24/2023,Sylvia Barron,New York,Rochester,2023-10,2023
B-25465,$508,$177,17,Furniture,Sofas,UPI,3/23/2022,Tony Ray,Ohio,Cleveland,2022-03,2022
B-25465,$508,$177,17,Furniture,Sofas,UPI,6/24/2020,Steven Frey,Florida,Miami,2020-06,2020
B-25465,$508,$177,17,Furniture,Sofas,UPI,12/23/2022,Stephanie Leonard,New York,Buffalo,2022-12,2022
B-25465,$508,$177,17,Furniture,Sofas,UPI,11/24/2024,Crystal Chambers,New York,New York City,2024-11,2024
B-25465,$508,$177,17,Furniture,Sofas,UPI,11/6/2020,Robert White,Florida,Orlando,2020-11,2020
B-25465,$508,$177,17,Furniture,Sofas,UPI,10/24/2023,Sylvia Barron,New York,Rochester,2023-10,2023
B-26352,"$9,382","$1,085",3,Electronics,Printers,Debit Card,7/18/2023,Marcus Brown,Illinois,Chicago,2023-07,2023
B-26352,"$9,382","$1,085",3,Electronics,Printers,Debit Card,5/16/2022,Annette Pierce,New York,Rochester,2022-05,2022
B-26352,"$4,936",$576,19,Furniture,Tables,COD,7/18/2023,Marcus Brown,Illinois,Chicago,2023-07,2023
B-26352,"$4,936",$576,19,Furniture,Tables,COD,5/16/2022,Annette Pierce,New York,Rochester,2022-05,2022
B-26528,"$2,663",$64,19,Furniture,Sofas,COD,6/16/2024,Donald Hernandez,California,San Francisco,2024-06,2024
B-26528,"$2,663",$64,19,Furniture,Sofas,COD,10/23/2021,Megan Davis,Ohio,Cleveland,2021-10,2021
B-26670,"$5,151","$1,680",5,Electronics,Printers,EMI,10/22/2022,Robert Brooks,Texas,Houston,2022-10,2022
B-25331,"$2,514",$95,8,Office Supplies,Pens,UPI,7/17/2023,Miguel Alvarez,New York,Rochester,2023-07,2023
B-25832,"$6,129","$2,976",2,Electronics,Laptops,EMI,2/24/2025,Jennifer Arnold,New York,New York City,2025-02,2025
B-25832,"$4,395","$1,663",3,Furniture,Bookcases,COD,2/24/2025,Jennifer Arnold,New York,New York City,2025-02,2025
B-25897,"$5,393","$2,642",8,Furniture,Chairs,UPI,3/7/2021,Jessica Blankenship,Ohio,Cincinnati,2021-03,2021
B-25713,"$2,280",$509,8,Electronics,Phones,Credit Card,1/3/2021,Peggy Campos,New York,Buffalo,2021-01,2021
B-25065,"$6,596","$1,439",9,Office Supplies,Paper,Debit Card,5/3/2023,Craig Ortega,Ohio,Cincinnati,2023-05,2023
B-25949,"$4,510","$1,896",5,Office Supplies,Paper,EMI,10/25/2023,Johnny Simon,California,Los Angeles,2023-10,2023
B-26033,"$6,077","$2,378",18,Electronics,Phones,COD,8/21/2022,Keith Brooks,New York,New York City,2022-08,2022
B-26017,"$5,379","$2,510",17,Electronics,Printers,COD,4/16/2022,Jason Martinez,Ohio,Columbus,2022-04,2022
B-26926,"$4,629","$1,660",16,Office Supplies,Markers,EMI,4/2/2023,Steven Herrera,California,San Diego,2023-04,2023
B-26258,"$2,710",$555,20,Electronics,Laptops,Debit Card,10/21/2024,Beverly Lamb,Illinois,Chicago,2024-10,2024
B-26258,"$3,224","$1,018",14,Office Supplies,Binders,UPI,10/21/2024,Beverly Lamb,Illinois,Chicago,2024-10,2024
B-26240,"$8,042",$936,15,Office Supplies,Markers,EMI,7/9/2021,Michael Williams,Illinois,Springfield,2021-07,2021
B-26240,"$8,042",$936,15,Office Supplies,Markers,EMI,4/8/2022,Zachary Carpenter,California,Los Angeles,2022-04,2022
B-26922,"$3,957",$151,10,Office Supplies,Binders,EMI,4/30/2022,Timothy Baker,Texas,Austin,2022-04,2022
B-26894,"$8,769","$3,178",16,Office Supplies,Markers,Debit Card,1/20/2023,Adam James,Illinois,Chicago,2023-01,2023
B-25330,"$2,957",$917,16,Office Supplies,Pens,Debit Card,11/17/2024,Katrina Wood,Illinois,Chicago,2024-11,2024
B-26288,"$5,344","$2,607",6,Office Supplies,Paper,Debit Card,4/23/2022,James Murray,Texas,Dallas,2022-04,2022
B-26288,"$5,344","$2,607",6,Office Supplies,Paper,Debit Card,2/18/2025,Mr. Nathaniel Reeves,New York,Rochester,2025-02,2025
B-25228,"$6,061","$2,121",19,Electronics,Laptops,EMI,5/27/2021,Jodi Wood,Ohio,Cleveland,2021-05,2021
B-25228,"$6,061","$2,121",19,Electronics,Laptops,EMI,1/17/2022,Dr. Thomas Peterson,California,San Diego,2022-01,2022
B-26457,"$5,376","$1,928",7,Furniture,Tables,Credit Card,1/15/2025,Mario Hall,New York,New York City,2025-01,2025
B-25790,"$2,792","$1,008",8,Electronics,Printers,COD,2/14/2021,Justin Rosales,Florida,Miami,2021-02,2021
B-25868,"$2,944",$249,5,Office Supplies,Binders,Credit Card,8/31/2024,Autumn Lee,Ohio,Columbus,2024-08,2024
B-25868,"$2,944",$249,5,Office Supplies,Binders,Credit Card,12/26/2022,Victoria Duran,Texas,Dallas,2022-12,2022
B-25381,"$4,220",$945,13,Office Supplies,Markers,EMI,3/21/2024,Barry Garcia,Illinois,Springfield,2024-03,2024
B-25381,"$4,220",$945,13,Office Supplies,Markers,EMI,12/15/2020,Dawn Webb,Illinois,Peoria,2020-12,2020
B-25153,"$8,526","$1,704",4,Office Supplies,Binders,Debit Card,3/21/2023,Patricia Sanford,Texas,Austin,2023-03,2023
B-26576,"$8,218","$1,430",19,Furniture,Bookcases,Credit Card,6/8/2023,William Walters,California,San Francisco,2023-06,2023
B-26526,$599,$265,4,Electronics,Phones,Credit Card,7/17/2022,Emma Scott,New York,Buffalo,2022-07,2022
B-26526,$599,$265,4,Electronics,Phones,Credit Card,12/5/2024,Sabrina Buckley,New York,Rochester,2024-12,2024
B-26526,"$2,727",$543,10,Furniture,Bookcases,Credit Card,7/17/2022,Emma Scott,New York,Buffalo,2022-07,2022
B-26526,"$2,727",$543,10,Furniture,Bookcases,Credit Card,12/5/2024,Sabrina Buckley,New York,Rochester,2024-12,2024
B-25819,"$2,589",$605,11,Office Supplies,Pens,EMI,11/2/2023,Robert Rojas,California,San Francisco,2023-11,2023
B-25819,"$2,589",$605,11,Office Supplies,Pens,EMI,10/5/2024,Eric Johnson,Ohio,Cleveland,2024-10,2024
B-25698,"$3,776","$1,100",9,Electronics,Electronic Games,EMI,11/13/2022,Heather Parker,Texas,Austin,2022-11,2022
B-25698,"$3,776","$1,100",9,Electronics,Electronic Games,EMI,12/28/2022,Thomas Matthews,Illinois,Peoria,2022-12,2022
B-26820,"$5,402","$1,666",12,Furniture,Bookcases,EMI,2/26/2025,Kimberly Beard,Ohio,Cleveland,2025-02,2025
B-25396,"$5,165",$885,16,Office Supplies,Pens,EMI,11/12/2022,Lydia Donovan,Illinois,Peoria,2022-11,2022
B-25396,"$4,863","$2,394",4,Furniture,Bookcases,EMI,11/12/2022,Lydia Donovan,Illinois,Peoria,2022-11,2022
B-25529,"$1,626",$258,15,Office Supplies,Pens,EMI,6/7/2021,Edward Johnson,Florida,Orlando,2021-06,2021
B-26501,"$8,851","$3,962",7,Furniture,Tables,EMI,9/26/2020,Ricky Smith,Florida,Miami,2020-09,2020
B-26910,"$9,680","$3,295",9,Furniture,Tables,COD,4/29/2024,Mr. Ralph Garcia Jr.,New York,Rochester,2024-04,2024
B-26910,"$8,468","$3,666",8,Office Supplies,Pens,UPI,4/29/2024,Mr. Ralph Garcia Jr.,New York,Rochester,2024-04,2024
B-26910,"$4,441",$314,14,Furniture,Chairs,Debit Card,4/29/2024,Mr. Ralph Garcia Jr.,New York,Rochester,2024-04,2024
B-25978,"$6,622","$2,673",8,Furniture,Sofas,COD,4/10/2024,Malik Walker,New York,New York City,2024-04,2024
B-26537,"$3,260",$207,17,Furniture,Tables,UPI,12/21/2023,Tanya Walker,California,San Diego,2023-12,2023
B-25881,"$8,709","$2,322",8,Furniture,Tables,Debit Card,5/2/2024,Sherri Ferguson DVM,Texas,Austin,2024-05,2024
B-25881,"$8,709","$2,322",8,Furniture,Tables,Debit Card,11/21/2024,Kristin Hart,California,San Francisco,2024-11,2024
B-25237,"$5,250",$187,1,Office Supplies,Binders,COD,3/17/2022,Jim Johnson,Ohio,Cincinnati,2022-03,2022
B-25237,"$5,250",$187,1,Office Supplies,Binders,COD,5/14/2023,David Hamilton,Texas,Houston,2023-05,2023
B-26122,"$4,116",$921,20,Office Supplies,Paper,UPI,10/7/2024,Michael Jimenez,California,Los Angeles,2024-10,2024
B-26122,"$4,116",$921,20,Office Supplies,Paper,UPI,9/8/2020,Angela Norman,Illinois,Springfield,2020-09,2020
B-25709,"$1,109",$418,15,Office Supplies,Paper,UPI,8/19/2021,Denise Mcdaniel,California,Los Angeles,2021-08,2021
B-26656,"$3,573",$562,7,Office Supplies,Pens,EMI,10/12/2022,Michael Rodriguez,New York,Rochester,2022-10,2022
B-26656,"$3,573",$562,7,Office Supplies,Pens,EMI,5/23/2020,Matthew Huff,California,San Diego,2020-05,2020
B-26656,"$3,573",$562,7,Office Supplies,Pens,EMI,4/18/2020,Linda Little,Florida,Tampa,2020-04,2020
B-26656,"$8,055",$661,10,Electronics,Phones,EMI,10/12/2022,Michael Rodriguez,New York,Rochester,2022-10,2022
B-26656,"$8,055",$661,10,Electronics,Phones,EMI,5/23/2020,Matthew Huff,California,San Diego,2020-05,2020
B-26656,"$8,055",$661,10,Electronics,Phones,EMI,4/18/2020,Linda Little,Florida,Tampa,2020-04,2020
B-25801,"$6,829","$2,609",2,Electronics,Laptops,EMI,6/4/2022,Kerri Andrews,California,San Francisco,2022-06,2022
B-25801,"$6,390","$3,089",12,Office Supplies,Paper,COD,6/4/2022,Kerri Andrews,California,San Francisco,2022-06,2022
B-25006,"$5,831","$1,574",17,Office Supplies,Pens,Debit Card,11/16/2022,Jeffrey Johnson III,California,San Francisco,2022-11,2022
B-25006,"$5,831","$1,574",17,Office Supplies,Pens,Debit Card,7/18/2024,Daniel Dixon,California,San Diego,2024-07,2024
B-25006,"$5,831","$1,574",17,Office Supplies,Pens,Debit Card,7/16/2023,Tiffany Robinson,Florida,Miami,2023-07,2023
B-26106,"$7,952","$3,865",8,Furniture,Sofas,Debit Card,8/10/2020,Mr. Gregg Sawyer,Illinois,Peoria,2020-08,2020
B-25789,"$3,659",$379,5,Furniture,Bookcases,UPI,6/22/2024,John Silva,California,Los Angeles,2024-06,2024
B-26292,"$4,183","$1,159",4,Office Supplies,Pens,Debit Card,7/13/2020,Nathan Moss,Illinois,Springfield,2020-07,2020
B-25895,"$7,478","$1,381",11,Electronics,Phones,EMI,4/16/2024,Donald Medina,Texas,Houston,2024-04,2024
B-25813,$702,$238,9,Electronics,Phones,COD,3/13/2021,Charles Henderson,Florida,Tampa,2021-03,2021
B-26863,"$4,037","$1,494",15,Furniture,Chairs,EMI,4/1/2023,Brenda Davis,California,San Francisco,2023-04,2023
B-25759,"$5,014","$2,332",2,Furniture,Chairs,COD,11/10/2020,Leah Calderon,Illinois,Chicago,2020-11,2020
B-26357,"$9,879","$4,930",15,Electronics,Laptops,Debit Card,6/8/2023,Brandi Vasquez,New York,Rochester,2023-06,2023
B-26819,"$8,762","$3,502",1,Electronics,Phones,Debit Card,8/17/2021,Debra Richards,Florida,Tampa,2021-08,2021
B-25502,"$8,490",$800,1,Office Supplies,Pens,EMI,5/24/2020,Tammy Day,New York,New York City,2020-05,2020
B-25258,"$6,951",$164,10,Furniture,Sofas,UPI,8/12/2021,Sheila Clay,New York,Buffalo,2021-08,2021
B-26878,"$1,078",$309,3,Electronics,Phones,Credit Card,9/3/2022,Nicholas Flores,Ohio,Cleveland,2022-09,2022
B-26878,"$1,078",$309,3,Electronics,Phones,Credit Card,10/1/2020,Jasmin Jones,Illinois,Chicago,2020-10,2020
B-25170,"$8,560","$2,166",19,Office Supplies,Binders,EMI,5/27/2022,Matthew Gardner,Florida,Tampa,2022-05,2022
B-25170,"$1,031",$318,20,Electronics,Electronic Games,UPI,5/27/2022,Matthew Gardner,Florida,Tampa,2022-05,2022
B-26842,"$6,402","$2,770",19,Office Supplies,Markers,Debit Card,3/10/2024,Joseph Perkins,Florida,Orlando,2024-03,2024
B-26842,"$6,402","$2,770",19,Office Supplies,Markers,Debit Card,10/5/2023,Ashley Adams MD,Florida,Orlando,2023-10,2023
B-26842,"$5,916","$1,594",19,Electronics,Printers,Debit Card,3/10/2024,Joseph Perkins,Florida,Orlando,2024-03,2024
B-26842,"$5,916","$1,594",19,Electronics,Printers,Debit Card,10/5/2023,Ashley Adams MD,Florida,Orlando,2023-10,2023
B-26599,"$4,015","$1,751",15,Furniture,Chairs,Debit Card,8/28/2022,Cheryl Stevens,California,San Francisco,2022-08,2022
B-26599,"$4,015","$1,751",15,Furniture,Chairs,Debit Card,9/8/2020,Jorge George,New York,New York City,2020-09,2020
B-25705,"$9,335",$557,11,Electronics,Electronic Games,COD,4/27/2021,Ann Mooney,California,Los Angeles,2021-04,2021
B-26366,"$4,706",$594,11,Office Supplies,Binders,COD,8/21/2021,James Mendoza,Ohio,Cleveland,2021-08,2021
B-26366,"$4,706",$594,11,Office Supplies,Binders,COD,5/16/2021,Kaitlin Garrison,Ohio,Columbus,2021-05,2021
B-26366,"$6,584",$371,6,Office Supplies,Markers,UPI,8/21/2021,James Mendoza,Ohio,Cleveland,2021-08,2021
B-26366,"$6,584",$371,6,Office Supplies,Markers,UPI,5/16/2021,Kaitlin Garrison,Ohio,Columbus,2021-05,2021
B-26116,"$6,389",$734,1,Furniture,Sofas,EMI,1/15/2022,Jeremy Jackson,Texas,Dallas,2022-01,2022
B-26443,"$9,869","$4,299",12,Electronics,Printers,Debit Card,3/21/2023,Dale Craig,California,San Diego,2023-03,2023
B-26443,"$9,869","$4,299",12,Electronics,Printers,Debit Card,12/28/2023,Joseph Hooper,New York,Buffalo,2023-12,2023
B-25955,$655,$297,4,Office Supplies,Markers,Debit Card,2/15/2022,Alexander Adams,New York,Buffalo,2022-02,2022
B-25955,$655,$297,4,Office Supplies,Markers,Debit Card,11/30/2023,Ashlee Mills,Florida,Orlando,2023-11,2023
B-26383,$798,$308,10,Electronics,Phones,Debit Card,1/12/2023,Brittany Jenkins,New York,Buffalo,2023-01,2023
B-26383,$798,$308,10,Electronics,Phones,Debit Card,5/19/2023,Eddie Gonzales,Ohio,Cleveland,2023-05,2023
B-26383,"$7,967","$2,504",13,Electronics,Printers,EMI,1/12/2023,Brittany Jenkins,New York,Buffalo,2023-01,2023
B-26383,"$7,967","$2,504",13,Electronics,Printers,EMI,5/19/2023,Eddie Gonzales,Ohio,Cleveland,2023-05,2023
B-26999,"$3,756","$1,318",5,Furniture,Tables,UPI,2/19/2024,Edward Valencia,Florida,Miami,2024-02,2024
B-26712,"$5,196","$2,477",1,Office Supplies,Markers,UPI,12/1/2021,Emma Bruce,Texas,Austin,2021-12,2021
B-26712,"$6,586","$1,794",19,Furniture,Bookcases,Debit Card,12/1/2021,Emma Bruce,Texas,Austin,2021-12,2021
B-26066,"$6,673",$950,19,Office Supplies,Markers,EMI,12/19/2024,Carl Wade DDS,New York,Buffalo,2024-12,2024
